"Langobard","a member of a Germanic people who invaded northern Italy in the 6th century"
"limey","a man of English descent"
"pommy","a disparaging term for English immigrants to Australia or New Zealand"
"pom","a disparaging term for English immigrants to Australia or New Zealand"
"Cantabrigian","a resident of Cambridge"
"Cornishman","a man who is a native or inhabitant of Cornwall"
"Cornishwoman","a woman who is a native or resident of Cornwall"
"Lancastrian","a resident of Lancaster"
"Lancastrian","a member (or supporter) of the house of Lancaster"
"Hanoverian","a member (or supporter) of the house of Hanover"
"Liverpudlian","a resident of Liverpool"
"Londoner","a resident of London"
"Cockney","a native of the east end of London"
"Mancunian","a resident of Manchester"
"Oxonian","a resident of Oxford"
"Ethiopian","a native or inhabitant of Ethiopia"
"Ewe","a member of a people living in southern Benin and Togo and southeastern Ghana"
"Fulani","a member of a pastoral and nomadic people of western Africa; they are traditionally cattle herders of Muslim faith"
"Fula","a member of a pastoral and nomadic people of western Africa; they are traditionally cattle herders of Muslim faith"
"Fulah","a member of a pastoral and nomadic people of western Africa; they are traditionally cattle herders of Muslim faith"
"Fellata","a member of a pastoral and nomadic people of western Africa; they are traditionally cattle herders of Muslim faith"
"Fulbe","a member of a pastoral and nomadic people of western Africa; they are traditionally cattle herders of Muslim faith"
"Amhara","a member of the Semitic speaking people of northern Ethiopia"
"Eritrean","a native or inhabitant of Eritrea"
"Fijian","a native or inhabitant of Fiji"
"Finn","a native or inhabitant of Finland"
"Fleming","a native of Flanders or a Flemish-speaking Belgian"
"Komi","a member of a Finnish people living in the northwestern Urals in Russia"
"Cheremis","a member of a rural Finnish people living in eastern Russia"
"Cheremiss","a member of a rural Finnish people living in eastern Russia"
"Mari","a member of a rural Finnish people living in eastern Russia"
"Ingrian","a member of western Finnish people formerly living in the Baltic province where Saint Petersburg was built"
"Inger","a member of western Finnish people formerly living in the Baltic province where Saint Petersburg was built"
"Ingerman","a member of western Finnish people formerly living in the Baltic province where Saint Petersburg was built"
"Karelian","a member of the Finnish people living in Karelia in northwestern European Russia"
"Carelian","a member of the Finnish people living in Karelia in northwestern European Russia"
"Ostyak","a member of the nomadic Ugrian people living in northwestern Siberia (east of the Ural mountains)"
"Khanty","a member of the nomadic Ugrian people living in northwestern Siberia (east of the Ural mountains)"
"Livonian","a member of the Livonian-speaking people of Latvia"
"Latvian","a native or inhabitant of Latvia"
"Lithuanian","a native or inhabitant of Lithuania"
"Mordva","a member of the agricultural people living in the central Volga provinces of European Russia"
"Mordvin","a member of the agricultural people living in the central Volga provinces of European Russia"
"Mordvinian","a member of the agricultural people living in the central Volga provinces of European Russia"
"Nganasan","a member of the Samoyedic people living on the Taimyr peninsula in Siberia"
"Selkup","one of the people of mixed Ostyak and Samoyed origin in Siberia"
"Samoyed","a Samoyedic-speaking person in northwestern Siberia"
"Veps","a member of a Finnish people of Russia"
"Vepse","a member of a Finnish people of Russia"
"Vepsian","a member of a Finnish people of Russia"
"Vogul","a member of a nomadic people of the northern Ural mountains"
"Mansi","a member of a nomadic people of the northern Ural mountains"
"Yeniseian","a member of one of the groups living in the Yenisei river valley in western Siberia"
"Frenchman","a person of French nationality"
"Frenchwoman","a person of French nationality"
"frog","a person of French descent"
"Gaul","a person of French descent"
"Parisian","a resident of Paris"
"Breton","a native or inhabitant of Brittany (especially one who speaks the Breton language)"
"Savoyard","a resident of Savoy"
"Angevin","a resident of Anjou"
"Angevine","a resident of Anjou"
"Balkan","an inhabitant of the Balkan Peninsula"
"Creole","a person descended from French ancestors in southern United States (especially Louisiana)"
"Creole","a person of European descent born in the West Indies or Latin America"
"Cretan","a native or inhabitant of Crete"
"Minoan","a Cretan who lived in the bronze-age culture of Crete about 3000-1100 BC"
"Gabonese","a native or inhabitant of Gabon"
"Greek","a native or inhabitant of Greece"
"Hellene","a native or inhabitant of Greece"
"Achaean","a member of one of the four divisions of the prehistoric Greeks"
"Achaian","a member of one of the four divisions of the prehistoric Greeks"
"Aeolian","a member of one of the four divisions of the prehistoric Greeks"
"Eolian","a member of one of the four divisions of the prehistoric Greeks"
"Dorian","a member of one of the four divisions of the prehistoric Greeks"
"Ionian","a member of one of the four divisions of the prehistoric Greeks"
"Athenian","a resident of Athens"
"Corinthian","a resident of Corinth"
"Laconian","a resident of Laconia"
"Lesbian","a resident of Lesbos"
"Spartan","a resident of Sparta"
"Arcadian","an inhabitant of Arcadia"
"Theban","an inhabitant of ancient Thebes"
"Guatemalan","a native or inhabitant of Guatemala"
"Guyanese","a native or inhabitant of Guyana"
"Haitian","a native or inhabitant of Haiti"
"Honduran","a native or inhabitant of Honduras"
"Malay","a member of a people inhabiting the northern Malay Peninsula and Malaysia and parts of the western Malay Archipelago"
"Malayan","a member of a people inhabiting the northern Malay Peninsula and Malaysia and parts of the western Malay Archipelago"
"Moro","a member of the predominantly Muslim people in the southern Philippines"
"Netherlander","a native or inhabitant of Holland"
"Dutchman","a native or inhabitant of Holland"
"Hollander","a native or inhabitant of Holland"
"Norman","an inhabitant of Normandy"
"Palestinian","a descendant of the Arabs who inhabited Palestine"
"Hindu","a native or inhabitant of Hindustan or India"
"Hindoo","a native or inhabitant of Hindustan or India"
"Hindustani","a native or inhabitant of Hindustan or India"
"Hungarian","a native or inhabitant of Hungary"
"Magyar","a native or inhabitant of Hungary"
"Icelander","a native or inhabitant of Iceland"
"Indonesian","a native or inhabitant of Indonesia"
"Irani","a native or inhabitant of Iran; ""the majority of Irani are Persian Shiite Muslims"""
"Iranian","a native or inhabitant of Iran; ""the majority of Irani are Persian Shiite Muslims"""
"Persian","a native or inhabitant of Iran; ""the majority of Irani are Persian Shiite Muslims"""
"Iraqi","a native or inhabitant of Iraq; ""the majority of Iraqi are Arab Shiite Muslims although Sunni Muslims control the government"""
"Iraki","a native or inhabitant of Iraq; ""the majority of Iraqi are Arab Shiite Muslims although Sunni Muslims control the government"""
"Irelander","a native or inhabitant of Ireland"
"Irishman","a man who is a native or inhabitant of Ireland"
"Irishwoman","a woman who is a native or inhabitant of Ireland"
"Dubliner","a resident of Dublin"
"Paddy","(slur) a person of Irish descent"
"Mick","(slur) a person of Irish descent"
"Mickey","(slur) a person of Irish descent"
"Israelite","a native or inhabitant of the ancient kingdom of Israel"
"Israeli","a native or inhabitant of Israel"
"sabra","a native-born Israeli"
"Italian","a native or inhabitant of Italy"
"wop","offensive terms for a person of Italian descent"
"dago","offensive terms for a person of Italian descent"
